Square Footage,Bedrooms,Bathrooms,Location,Garage,Swimming Pool,House Age,House Price ($)
3978,1,2,Kottayam,0,0,9,729475
4537,3,1,Kolkata,2,0,39,981395
4277,3,1,Gopalpur,1,0,20,934904
2811,5,3,Patna,0,1,11,743135
3001,2,3,Bhiwandi,0,1,40,789702
4839,4,2,Udupi,0,0,22,1004641
1265,1,3,Ujjain,1,1,16,536076
2560,4,2,Shillong,0,1,42,707787
2985,5,1,Parbhani,2,1,38,940897
1792,1,1,Bhubaneswar,0,1,42,586188
3300,5,3,Nashik,0,1,10,848793
3869,5,1,Hyderabad,1,1,25,927503
2312,3,1,Vijayawada,0,1,19,629893
1163,4,2,Nagpur,1,1,4,544216
1094,4,3,Chennai,1,1,19,514031
2805,3,1,Guwahati,2,0,3,675790
3880,4,3,Muzaffarpur,0,0,17,791272
2133,3,1,Lucknow,2,1,14,724889
3383,1,2,Belgaum,2,1,10,830251
1821,5,1,Jalandhar,0,1,6,604107
1237,5,3,Madurai,0,1,31,538614
3428,4,3,Rajahmundry,1,0,31,774185
4507,2,2,Mathura,0,1,48,1025846
3946,5,1,Pune,1,0,9,911377
3530,3,2,Arrah,2,0,12,809115
2960,2,3,Jodhpur,2,0,44,818277
3949,2,2,Jalandhar,1,0,46,867816
2048,5,1,Aligarh,0,0,26,504749
2676,5,1,Tirupati,0,0,2,656466
4188,5,2,Bhavnagar,1,1,42,1070864
3529,3,3,Faridabad,2,1,4,901151
4463,2,3,Lucknow,1,0,32,938189
3964,4,2,Jaipur,0,1,28,981193
4041,3,1,Delhi,0,0,6,788530
1963,1,1,Pune,1,1,30,607892
1536,5,1,Tiruchirappalli,0,0,28,433905
4150,2,1,Nagpur,2,0,13,918406
2603,3,3,Surat,1,1,46,800678
4244,1,1,Kadapa,2,0,36,935164
2979,3,2,Guwahati,2,1,10,876979
4083,3,2,Davanagere,1,0,10,904145
4871,4,2,Bhubaneswar,1,1,5,1108925
1127,4,2,Ujjain,0,1,29,487671
4679,3,1,Puducherry,0,1,36,1038824
1091,1,3,Bardhaman,1,1,12,495213
4724,2,1,Bhiwandi,1,1,22,1019015
1542,2,3,Kakinada,0,0,46,431838
1845,5,1,Kota,0,0,39,579319
4603,5,3,Gurgaon,0,1,2,1056474
2681,2,2,Bijapur,1,0,14,601482
4036,3,2,Jodhpur,1,0,10,882045
2851,3,3,Agra,0,1,48,749812
3494,4,3,Ahmedabad,2,1,3,988976
1389,4,3,Rampur,2,0,8,515944
3719,5,2,Lucknow,0,1,17,866643
2884,2,2,Puducherry,1,1,4,727450
1042,3,1,Firozabad,1,1,21,517502
1253,2,3,Jamshedpur,2,0,30,513388
4201,1,3,Mangalore,0,1,19,888086
2083,2,3,Kolkata,2,0,15,566277
3710,1,2,Kolkata,2,1,20,971326
3514,4,3,Kakinada,0,0,42,777510
3334,4,3,Shillong,2,1,30,963989
4058,5,2,Ambala,1,1,10,995490
2540,2,3,Shillong,2,1,23,805352
4538,2,1,Warangal,0,0,24,869915
2953,1,2,Surat,1,0,12,664431
3825,4,2,Noida,1,0,9,815060
3392,1,2,Chandigarh,2,0,15,759236
1641,4,1,Ahmedabad,1,1,29,628357
3429,1,2,Tirupati,0,1,18,793993
4850,4,2,Kanpur,2,0,20,1052087
1689,1,2,Kota,1,0,1,481669
2276,4,2,Bhavnagar,0,0,3,577495
2950,1,1,Belgaum,2,0,8,678390
2079,2,3,Gopalpur,0,0,39,581586
2486,5,3,Chhapra,1,0,31,655908
1456,1,2,Etawah,2,1,47,624944
1982,5,1,Bangalore,2,0,8,607130
3130,2,2,Ranchi,1,0,15,677776
4976,2,3,Kolkata,0,0,22,958622
2122,4,3,Srinagar,1,1,32,748338
1148,5,1,Shillong,2,0,5,504719
2352,3,3,Moradabad,2,1,44,804844
2179,4,2,Nashik,1,1,44,700034
1189,5,1,Nagpur,0,0,9,402432
4565,1,3,Karimnagar,1,1,41,1067076
1882,1,2,Puducherry,0,0,15,418933
3310,2,1,Hubli,0,1,47,785461
4151,3,2,Kadapa,2,0,44,932018
1399,1,3,Srinagar,0,0,37,388895
3811,5,2,Jalandhar,2,1,33,1037837
1608,5,1,Vijayawada,0,0,22,473335
4331,1,2,Agra,0,0,11,830569
2795,5,3,Rampur,2,1,6,912131
2638,5,1,Bokaro,0,1,17,738961
2575,2,1,Bharuch,1,0,46,642714
3832,3,3,Mumbai,0,1,44,894542
3148,2,2,Guntur,2,0,5,720450
2382,3,2,Aligarh,2,1,39,738877
2403,5,3,Udupi,1,1,48,823866
1819,3,1,Lucknow,0,1,9,511155
4292,5,3,Tiruchirappalli,1,0,29,971002
1819,5,1,Ahmedabad,0,0,23,553126
1419,2,1,Faridabad,1,0,47,429801
1123,2,2,Raipur,2,0,36,443982
1421,4,3,Kadapa,2,0,31,597288
4302,1,1,Visakhapatnam,1,1,20,988374
4761,4,2,Belgaum,0,0,23,937978
4134,4,3,Mysore,0,1,7,964614
2508,3,3,Navsari,2,1,46,847862
4699,5,1,Jamshedpur,0,1,36,1024180
4774,5,1,Nanded,1,0,4,948342
2597,5,1,Muzaffarpur,1,1,24,762890
1767,1,3,Indore,0,0,14,488518
3044,3,1,Firozabad,2,0,25,767589
3530,3,3,Muzaffarpur,2,0,7,805323
3566,5,2,Ulhasnagar,2,0,15,912019
3202,4,3,Udupi,2,1,44,968904
3139,1,1,Gandhinagar,2,0,46,710131
4029,4,3,Shillong,1,1,13,1014084
2549,2,1,Malegaon,0,1,19,694301
3502,3,2,Bikaner,1,0,12,768351
2764,3,1,Hyderabad,2,1,48,879815
3044,4,1,Vijayawada,2,1,26,884883
3645,1,1,Amravati,0,1,48,839059
4716,3,1,Ghaziabad,0,0,33,877748
1509,4,1,Jodhpur,0,1,15,549685
2206,1,1,Hyderabad,1,0,37,546024
1385,4,2,Parbhani,0,0,6,456259
2597,1,2,Davanagere,1,0,25,650108
4802,5,3,Mumbai,2,0,17,1084766
3452,1,1,Faridabad,1,1,43,845737
3293,2,3,Ahmedabad,0,1,36,789409
1741,5,2,Bangalore,1,1,46,682226
4662,4,2,Guwahati,1,0,9,928380
3708,5,1,Bareilly,1,1,28,936013
3697,5,1,Navsari,0,0,35,774718
4542,4,3,Warangal,1,1,3,1092397
4897,4,2,Nanded,0,0,11,1005131
2911,2,3,Etawah,1,0,20,673542
2446,4,3,Moradabad,1,0,23,617865
1900,3,3,Malegaon,1,0,30,552438
3112,3,1,Surat,0,1,37,737293
4084,2,2,Hubli,0,0,36,836480
3260,1,3,Surat,0,1,44,793828
3009,1,2,Chennai,2,1,12,848485
1241,3,2,Siliguri,0,1,36,490041
3540,4,3,Bilaspur,1,0,35,831955
4284,2,3,Karimnagar,2,0,34,928045
4764,1,1,Chennai,0,0,4,837225
3385,1,2,Rajahmundry,0,1,24,822399
3020,5,3,Firozabad,2,0,36,867260
1172,3,3,Belgaum,2,0,28,554868
1671,4,2,Shillong,0,1,39,575043
1163,2,3,Faridabad,2,0,2,474294
1464,1,2,Chandigarh,1,1,43,540283
4042,5,3,Bijapur,1,1,5,977699
1496,3,2,Belgaum,1,1,28,625294
1699,3,3,Patna,0,0,13,442886
3442,2,3,Visakhapatnam,1,0,36,820931
1702,1,1,Chandigarh,2,1,9,599241
2940,2,2,Mathura,1,1,39,776656
3355,2,1,Delhi,2,0,30,771598
2791,5,3,Bokaro,1,0,27,717267
1182,3,2,Chhapra,2,1,13,571611
1628,4,2,Gopalpur,1,1,42,695577
4865,3,3,Firozabad,1,1,39,1105516
3557,3,3,Kota,1,0,28,839647
2731,5,3,Karimnagar,2,1,18,918557
1545,4,3,Udupi,2,0,34,637698
2587,1,2,Muzaffarpur,1,1,21,677316
1623,4,1,Vadodara,2,0,1,493795
4835,1,2,Udupi,2,1,45,1087894
1593,4,2,Bilaspur,0,0,23,494533
1743,2,2,Arrah,1,0,34,531217
4298,4,2,Jalandhar,2,0,36,988231
2768,5,3,Chandigarh,2,0,9,793884
4804,1,1,Nashik,2,0,8,951097
2459,3,2,Siliguri,2,0,30,683739
2948,5,2,Muzaffarpur,0,1,48,790120
4493,1,1,Bangalore,2,1,36,1049221
3601,1,3,Mathura,2,1,36,961000
3068,3,2,Guntur,0,0,18,709008
3601,2,3,Aligarh,1,0,2,809376
3444,5,2,Ranchi,1,1,11,915257
3672,3,2,Vadodara,0,0,36,730274
1104,3,1,Malegaon,1,0,31,459368
3239,2,1,Panchkula,1,1,31,795889
1016,5,3,Madurai,0,1,24,485504
4191,3,2,Bijapur,2,1,46,1032436
1392,2,3,Patna,0,1,21,551096
1424,5,1,Noida,0,1,32,557316
3176,4,1,Bokaro,0,1,49,814758
4201,1,1,Vadodara,0,1,30,896419
1571,2,1,Chandigarh,0,0,8,370843
4631,1,1,Kollam,2,0,33,1000600
3076,4,3,Faridabad,1,0,39,742191
2120,3,3,Kakinada,0,0,1,545216
4081,3,1,Bardhaman,2,1,33,1050540
1241,5,2,Bijapur,0,0,42,486579
4897,2,2,Bilaspur,2,0,13,973774
3279,2,2,Aligarh,1,0,22,711535
1788,5,2,Bijapur,2,0,5,647245
4355,1,2,Kakinada,2,1,12,983726
1714,3,1,Varanasi,1,0,29,537698
1758,3,3,Bhavnagar,1,1,3,573184
3849,2,1,Udupi,2,1,36,1010876
1775,2,2,Kottayam,0,0,47,453010
3773,5,2,Kakinada,0,1,45,897276
3247,4,3,Puducherry,1,0,11,756284
3992,1,1,Kottayam,0,1,26,880269
1078,4,3,Nellore,1,1,2,568775
4984,4,2,Faridabad,2,1,29,1170342
4003,2,2,Bokaro,2,0,41,907128
4926,2,3,Bijapur,0,0,29,973623
1855,2,2,Chhapra,1,0,44,548874
4244,4,1,Bareilly,0,0,36,885787
3514,1,2,Rampur,0,1,19,829819
3628,2,2,Gopalpur,2,0,10,789163
2439,3,1,Parbhani,0,1,11,684785
3987,1,2,Amritsar,2,1,7,911288
3496,3,3,Malegaon,1,1,13,934260
3134,1,3,Chandigarh,0,1,41,784128
3148,2,2,Faridabad,2,1,44,884100
2031,5,1,Visakhapatnam,0,1,2,632144
1844,2,1,Noida,1,1,30,626391
4271,4,3,Bareilly,0,1,22,986438
4576,4,2,Gopalpur,0,1,1,988728
1086,1,1,Jodhpur,2,1,27,530474
3090,4,1,Amritsar,1,1,7,827290
4456,2,3,Amravati,1,0,1,952603
4692,3,3,Patna,1,1,25,1105383
4506,2,1,Sangli,0,0,48,884601
1407,1,3,Kochi,2,0,4,502175
4554,4,1,Hubli,0,1,30,1038601
3711,3,2,Amravati,0,1,8,817455
4088,5,3,Delhi,0,1,49,1024080
2668,3,3,Navi Mumbai,1,1,21,812237
1147,3,2,Muzaffarpur,2,0,4,443381
3324,2,1,Navsari,1,0,4,732460
1231,5,1,Davanagere,0,1,8,530725
4897,1,3,Tiruchirappalli,0,0,42,932182
2950,1,1,Bangalore,2,1,26,849298
1365,3,1,Guntur,1,1,29,596018
4299,3,2,Aligarh,0,1,16,914075
2674,4,2,Nellore,0,0,19,632318
1435,5,2,Kochi,2,0,1,536109
1398,3,3,Rajahmundry,0,0,37,461455
2234,4,2,Vijayawada,1,1,34,705596
2414,5,2,Jaipur,1,0,29,705492
3546,1,1,Kakinada,0,1,27,744858
3587,4,2,Srinagar,0,1,48,939449
1562,5,3,Coimbatore,0,0,45,557708
4562,4,2,Davanagere,2,1,30,1160987
3489,3,3,Jalandhar,2,1,6,949807
2284,2,1,Kolkata,1,1,36,651917
1772,1,1,Etawah,1,1,39,553384
3397,3,2,Jhansi,0,0,2,690045
3037,3,1,Bardhaman,0,1,42,749142
4423,5,2,Coimbatore,0,1,14,995367
3567,4,1,Bokaro,2,1,8,975722
2343,1,3,Belgaum,2,0,3,625758
3185,3,1,Lucknow,0,1,35,775492
2573,5,2,Kollam,0,1,27,781960
4694,1,2,Amravati,1,0,34,908421
1991,4,2,Mumbai,2,1,28,722679
3415,3,3,Faridabad,0,0,31,795563
4291,3,1,Dehradun,2,1,17,1014508
4408,3,2,Malegaon,0,0,19,862038
2246,1,3,Mysore,0,1,42,632236
4719,1,3,Ahmedabad,1,0,44,981447
4839,1,3,Jalandhar,1,0,11,906618
1359,1,1,Srinagar,1,1,9,525272
1920,5,1,Mangalore,0,1,30,588177
3376,2,1,Lucknow,1,0,45,738161
4009,5,3,Kolkata,0,1,6,975932
3510,3,1,Thane,2,1,14,915522
3993,5,2,Nagpur,2,0,31,941833
1962,4,3,Mangalore,0,0,11,486901
4632,1,1,Ujjain,1,1,5,1009233
2827,4,3,Vijayawada,1,1,31,799123
4453,4,3,Guwahati,2,1,2,1101211
3883,3,1,Ambala,0,1,39,889669
2613,1,3,Navi Mumbai,0,0,17,528531
2640,4,1,Tirupati,0,0,38,618802
3216,3,1,Patna,2,0,46,783098
1216,1,1,Ahmedabad,2,0,36,454519
1377,2,3,Nashik,1,1,3,569530
1118,3,3,Chennai,0,0,43,440680
1189,5,1,Mysore,0,0,29,432743
3814,1,3,Gandhinagar,0,1,33,825180
1369,4,1,Shillong,0,1,14,529002
2801,4,2,Puducherry,2,0,38,786814
3196,5,3,Pune,1,1,29,915977
4747,5,3,Panipat,2,0,23,1052256
1651,4,2,Jaipur,1,1,17,605100
2882,1,2,Kochi,0,1,49,759417
2511,3,2,Kadapa,0,0,11,572219
1769,5,1,Nashik,0,1,28,568161
3421,5,1,Vadodara,0,0,7,778168
1780,5,2,Mangalore,0,0,45,542496
2716,2,1,Ludhiana,2,0,40,730041
3207,1,3,Rampur,1,1,8,847947
3398,1,2,Bareilly,2,0,41,837288
4983,1,3,Bhiwandi,0,0,29,903410
2311,1,1,Bharuch,1,0,25,563482
4359,1,2,Gopalpur,1,0,7,901889
3939,4,1,Kochi,0,0,22,776012
2249,5,3,Ludhiana,1,0,9,659989
1522,4,1,Muzaffarpur,2,1,11,622934
1521,2,3,Gopalpur,2,0,34,502680
1782,3,1,Mangalore,2,1,27,711856
3320,5,3,Kanpur,2,1,22,983624
1935,2,1,Chhapra,1,0,3,471378
4473,4,2,Malegaon,2,1,48,1149657
3230,3,2,Nellore,1,1,40,818965
2688,2,1,Chandigarh,0,0,8,606475
1487,3,3,Belgaum,2,1,6,614048
2850,2,1,Kollam,0,0,25,651611
1845,4,2,Panchkula,2,1,2,727357
3171,3,3,Nellore,0,0,16,673983
4032,2,1,Ambala,0,1,41,944485
4697,4,1,Bhubaneswar,0,0,21,936436
3837,5,3,Ujjain,0,0,15,792072
3461,4,1,Chandigarh,0,1,34,844668
3003,4,2,Mysore,1,0,47,805954
2748,5,2,Kolkata,1,0,43,774394
4243,4,3,Surat,2,1,20,1066770
4359,5,1,Malegaon,1,0,44,969157
4506,5,1,Puducherry,0,0,31,944987
1685,5,2,Muzaffarpur,1,1,15,646725
3160,2,3,Faridabad,1,1,48,840819
3935,3,3,Ludhiana,0,1,28,967794
4988,2,3,Kottayam,1,1,6,1096830
3169,5,2,Visakhapatnam,0,1,3,834756
2567,3,2,Moradabad,1,1,38,769712
2245,3,3,Shillong,0,0,23,518308
4702,5,3,Ambala,2,1,3,1166382
1038,3,1,Nagpur,1,1,45,540462
3544,3,1,Kottayam,2,1,44,974434
1779,2,3,Jamshedpur,0,0,8,461555
2256,3,2,Bharuch,0,0,2,483913
3990,5,2,Mysore,2,0,7,894960
4601,1,1,Kochi,0,1,17,947524
3196,1,3,Jamshedpur,0,0,7,626716
4468,1,2,Amritsar,0,0,33,876389
4069,5,2,Guwahati,0,0,36,891908
3708,1,2,Kolkata,0,0,47,752712
4709,2,2,Visakhapatnam,0,1,4,959019
2927,5,1,Kota,0,1,44,847804
1301,5,2,Kanpur,0,1,16,548710
4431,5,2,Bijapur,2,1,21,1097359
3285,3,3,Bhavnagar,1,1,18,881020
1646,3,3,Arrah,0,1,46,635605
1662,3,1,Jodhpur,2,0,46,537311
3283,4,1,Nellore,0,1,28,785101
2759,2,1,Nagpur,1,1,43,712416
3250,5,1,Kadapa,0,1,16,805026
1255,5,2,Gandhinagar,2,1,47,617270
1597,3,3,Kolkata,2,1,22,685616
1661,5,2,Puducherry,1,0,6,504040
1234,5,2,Etawah,0,0,30,472383
2368,1,2,Madurai,2,0,45,676119
3581,5,3,Shillong,1,0,28,854032
3907,4,1,Amritsar,1,0,17,823354
4868,3,1,Siliguri,0,1,36,1038942
4852,2,3,Amravati,2,0,12,1057193
4537,2,3,Ulhasnagar,0,0,40,917674
1769,1,1,Chhapra,0,1,12,495723
3588,2,2,Tiruchirappalli,0,0,36,785554
1212,2,1,Panipat,2,0,40,465251
1462,3,3,Jaipur,1,1,29,606054
3483,3,1,Mumbai,0,1,2,763119
1282,4,1,Faridabad,0,1,29,539240
4633,1,1,Hyderabad,2,0,30,930704
4678,2,3,Nagpur,0,0,36,877547
2486,4,3,Panipat,1,0,44,723372
2430,1,1,Chhapra,0,1,25,612946
1087,2,1,Bhopal,1,0,21,436726
2067,2,2,Davanagere,0,0,22,512539
1460,3,2,Salem,0,0,10,438589
3325,5,1,Kochi,0,0,31,760995
4754,1,3,Bhubaneswar,1,1,47,1026022
3468,2,2,Mangalore,0,1,9,847911
2724,1,1,Tirupati,0,1,41,684861
2376,4,2,Etawah,0,1,39,691760
3743,4,2,Kadapa,1,0,34,818240
1514,5,2,Kolkata,0,1,39,638000
1702,2,3,Kakinada,2,0,41,545867
2653,3,1,Kochi,1,1,23,716293
3066,2,3,Ulhasnagar,2,1,12,862693
1022,1,3,Malegaon,0,0,7,306442
3460,4,2,Kolkata,1,0,32,762490
2053,1,1,Amravati,1,1,19,642068
2830,5,2,Rampur,0,0,22,687428
3155,4,3,Ulhasnagar,2,1,16,892676
4438,3,3,Mathura,1,0,8,962101
2304,4,1,Jhansi,1,1,30,704648
4199,2,3,Muzaffarpur,1,1,6,968428
4300,2,3,Varanasi,1,1,2,1027824
2134,4,1,Ujjain,1,1,34,747014
3183,5,2,Lucknow,0,0,29,718173
1361,2,1,Bangalore,1,0,40,415328
4257,2,3,Bharuch,2,1,42,1076836
4727,3,1,Etawah,1,1,43,1064672
4655,4,2,Visakhapatnam,0,1,20,1020084
3176,2,3,Salem,0,0,3,622455
2899,5,2,Ranchi,2,1,48,887537
2284,1,2,Kottayam,1,0,35,582918
1514,4,1,Nanded,2,0,8,519948
1448,3,2,Hyderabad,2,1,12,610029
2923,2,1,Gandhinagar,2,0,45,762379
4175,5,1,Rourkela,2,1,43,1115646
2506,4,2,Malegaon,1,1,32,761513
2247,5,1,Bijapur,0,0,29,617722
2855,5,1,Chhapra,0,0,45,721701
1873,3,2,Aligarh,1,1,21,601531
4937,4,3,Mathura,2,0,3,1100167
4562,2,1,Hubli,1,0,38,960837
3520,3,1,Hapur,2,0,27,825101
4081,2,2,Muzaffarpur,2,1,3,960090
2428,1,1,Ambala,1,1,1,669107
4967,5,2,Jaipur,1,0,46,1032066
3349,1,3,Gandhinagar,2,1,20,860293
3278,5,3,Hubli,2,1,7,948317
2754,3,2,Indore,2,0,41,777392
1922,2,3,Bikaner,2,0,1,600885
4137,2,2,Varanasi,1,0,10,802787
3984,3,1,Nellore,0,1,45,932863
3159,4,3,Hubli,0,1,12,830830
2036,1,1,Moradabad,2,0,4,515252
2416,1,1,Malegaon,0,1,7,560158
3547,2,2,Ambala,0,1,10,806372
3979,2,3,Warangal,0,1,22,898853
3645,2,3,Siliguri,0,0,25,792645
3281,3,1,Bangalore,0,1,29,755326
3649,4,1,Agra,0,1,39,861008
1313,1,2,Kolkata,2,0,15,417624
3613,5,3,Davanagere,2,1,19,973860
4083,3,2,Bijapur,2,1,39,1019398
3256,1,2,Bhopal,1,0,46,740341
2997,4,2,Jaipur,0,1,46,822122
2037,3,3,Lucknow,0,0,18,506299
2656,1,2,Nanded,1,1,42,782756
4489,3,3,Srinagar,0,1,3,958028
4508,1,2,Indore,2,0,6,949966
4448,1,1,Lucknow,2,0,22,891626
4091,4,2,Agra,1,0,41,910068
3634,5,2,Ujjain,2,1,46,1011809
4983,4,3,Tirupati,1,1,31,1132130
2778,1,1,Aligarh,2,0,21,628868
4806,3,1,Madurai,0,0,8,953533
2014,4,3,Muzaffarpur,2,0,1,647291
2093,5,3,Rajahmundry,1,1,3,709026
4895,1,1,Bhubaneswar,0,1,29,949330
4282,4,3,Nashik,1,0,6,950633
2124,4,1,Guntur,0,1,33,646575
1697,4,2,Madurai,0,1,18,568568
3179,4,2,Hyderabad,2,1,42,946501
4694,3,1,Indore,2,0,49,1063587
2404,5,1,Nashik,0,1,1,700375
2155,5,2,Kolkata,2,0,22,708610
2043,1,2,Amravati,2,0,31,549377
2929,2,1,Sangli,1,0,23,618294
3583,3,3,Panchkula,2,0,8,852870
2013,1,3,Moradabad,0,0,29,465453
1226,1,1,Bhopal,2,0,44,435356
4225,4,3,Jalandhar,0,1,46,964925
2828,2,2,Guntur,0,0,19,588130
4813,2,2,Tiruchirappalli,1,1,49,1044255
2492,3,3,Guntur,0,1,16,725681
1821,2,1,Tirupati,0,1,19,551097
3023,1,2,Sangli,1,1,37,779987
1870,2,2,Noida,0,0,22,455636
3452,2,2,Mangalore,1,1,19,834362
3249,5,3,Ranchi,0,0,4,785846
3085,1,1,Nellore,2,0,5,697703
3989,2,3,Varanasi,1,1,5,965080
2795,2,1,Delhi,1,0,25,674874
1187,4,1,Rourkela,0,1,24,536314
2080,2,3,Sangli,1,0,1,549699
1940,2,2,Kolkata,0,0,28,522473
4091,5,1,Hyderabad,1,0,47,894844
3320,1,3,Nellore,1,1,21,864312
4190,3,2,Srinagar,2,1,19,1085915
3630,1,1,Patna,0,0,23,738492
3563,4,1,Kakinada,2,0,14,876433
4292,1,2,Surat,1,1,6,953149
1525,2,1,Varanasi,0,0,32,465446
4586,4,3,Bhavnagar,2,1,32,1178017
4799,1,1,Ahmedabad,1,1,8,1024091
4812,4,1,Parbhani,2,1,37,1202444
1335,3,2,Ambala,1,1,22,582801
3745,1,3,Delhi,1,0,8,770379
2078,2,2,Mysore,0,1,38,614951
3547,4,3,Ludhiana,0,1,10,830945
3947,5,2,Gopalpur,0,1,3,933599
4959,4,1,Kakinada,1,1,13,1147882
3813,5,3,Thane,2,0,39,1001294
3583,2,3,Visakhapatnam,0,1,30,861368
1161,3,1,Nagpur,0,0,4,315942
4741,5,2,Bardhaman,0,1,45,1099556
1593,3,3,Bhopal,0,1,6,515380
2938,4,1,Muzaffarpur,1,0,16,690830
3206,2,1,Amravati,2,1,22,850400
4259,5,3,Shillong,1,0,27,982694
1059,4,3,Lucknow,1,1,21,573970
3962,1,3,Lucknow,1,0,29,849697
4888,4,1,Madurai,0,0,1,933655
4390,3,2,Bokaro,2,0,30,979578
2901,2,2,Tiruchirappalli,1,0,24,660238
3258,2,3,Ahmedabad,1,0,13,755755
1405,4,1,Mumbai,1,1,30,545347
1663,1,1,Bardhaman,0,0,26,362463
2132,3,3,Udupi,0,0,34,607551
2099,4,1,Mysore,1,1,20,713490
1541,4,1,Bareilly,0,0,6,476129
2337,2,1,Etawah,2,1,43,712015
1997,3,3,Agra,0,1,49,689563
2140,1,3,Bhubaneswar,1,0,9,560569
3974,2,3,Chennai,2,0,37,895587
1867,4,2,Aligarh,0,0,37,543989
4775,2,2,Rampur,1,0,16,905469
3066,2,3,Coimbatore,2,0,4,706977
1431,5,1,Gurgaon,2,0,32,514360
4756,2,1,Parbhani,2,1,20,1064578
1739,2,3,Chandigarh,0,1,29,571844
2373,3,1,Mathura,2,1,31,809973
1182,2,1,Siliguri,0,1,45,440264
3160,1,2,Gopalpur,1,0,17,728138
2206,4,1,Indore,0,0,41,545188
3528,3,1,Agra,0,1,25,809914
2169,2,3,Ambala,1,0,45,558952
1830,1,2,Chandigarh,0,0,16,478524
2651,4,2,Hyderabad,0,1,20,681746
2136,3,1,Kolkata,1,1,42,709052
3810,1,3,Kolkata,2,1,10,977575
1475,2,2,Indore,1,1,48,568860
3810,5,2,Ghaziabad,2,0,23,941315
2326,5,1,Rampur,0,1,33,712485
1970,3,2,Tiruchirappalli,1,0,43,566919
4896,1,3,Gandhinagar,2,1,13,1155176
2019,4,3,Visakhapatnam,0,1,25,645584
2141,1,2,Aligarh,0,1,37,640135
2836,5,3,Amritsar,0,0,36,662939
1160,3,3,Nanded,2,0,24,474754
3448,2,1,Chandigarh,2,0,6,732423
1197,1,2,Bharuch,2,0,15,421870
2283,5,2,Rourkela,0,1,34,705789
1659,4,1,Jhansi,2,1,4,603152
2775,3,1,Muzaffarpur,1,1,14,768296
2070,2,1,Gandhinagar,2,1,4,713651
3010,1,1,Gandhinagar,2,0,28,749308
1398,4,3,Mumbai,0,1,29,534941
2733,2,3,Pune,1,1,18,746384
2582,5,1,Aligarh,1,1,20,779031
3125,5,2,Faridabad,1,0,48,788642
3171,4,2,Bhavnagar,2,0,41,807448
1074,5,2,Jalandhar,0,0,32,378238
4942,3,1,Belgaum,2,1,8,1143976
3184,4,3,Siliguri,0,0,43,744501
1601,5,3,Chhapra,1,0,46,544683
4471,1,3,Mumbai,2,1,49,1068035
1836,5,3,Ambala,0,0,13,562880
2528,3,2,Kota,2,1,40,856709
1499,2,2,Rampur,0,1,46,540794
2596,2,3,Jaipur,1,0,43,675994
1137,5,1,Kolkata,2,1,9,622271
3097,2,3,Gopalpur,1,1,40,857530
2794,5,3,Tiruchirappalli,2,1,46,870614
1972,3,1,Guntur,2,1,47,688417
2642,2,3,Warangal,0,0,33,565650
4696,1,2,Karimnagar,0,1,12,1009342
2885,5,1,Kolkata,0,0,37,682068
3301,2,1,Kadapa,1,1,25,859345
4701,3,3,Jaipur,1,1,46,1144320
3028,3,2,Arrah,2,1,25,870558
3757,1,2,Arrah,0,1,16,840728
4920,3,2,Dehradun,1,1,16,1119805
2900,3,3,Nashik,2,1,39,887465
3610,2,3,Srinagar,1,1,35,862108
3804,5,2,Jodhpur,2,0,23,964480
4986,4,3,Rourkela,0,0,8,1007557
2449,3,2,Muzaffarpur,2,0,46,702000
1546,3,3,Tiruchirappalli,2,1,3,629734
4373,4,1,Raipur,0,0,24,825117
1921,3,1,Mumbai,0,1,43,604488
1580,2,3,Noida,2,0,22,533543
2372,2,3,Aligarh,1,0,14,558056
4903,4,2,Kolkata,0,1,22,1019929
2956,3,1,Ujjain,2,1,34,891911
3003,3,2,Jhansi,0,1,36,787928
3096,5,3,Lucknow,0,1,31,832339
3964,3,2,Bharuch,1,1,21,932610
4145,2,2,Tirupati,0,0,5,755732
1703,1,3,Warangal,2,1,19,640076
3308,1,1,Etawah,2,1,42,880477
3403,1,2,Rourkela,0,1,21,807626
4653,1,3,Hubli,0,0,2,888226
2625,3,2,Guntur,1,1,3,712452
4331,3,3,Delhi,1,0,47,960744
1637,5,3,Puducherry,1,0,30,582091
3790,3,3,Nanded,2,0,34,878634
4366,1,1,Guwahati,1,0,25,826253
2009,4,1,Rajahmundry,2,1,35,758267
3978,4,3,Pune,1,1,29,965938
1640,2,1,Ujjain,2,1,12,625766
3839,2,2,Ludhiana,0,1,23,865446
4384,3,1,Mangalore,2,0,28,993752
3659,4,1,Tirupati,0,0,46,754272
2861,1,2,Jhansi,2,1,17,775788
3856,1,2,Bangalore,2,1,16,942390
2205,1,2,Ranchi,0,1,49,650014
1685,3,3,Bangalore,2,0,9,581506
2851,3,2,Surat,2,0,3,731935
4435,5,2,Jhansi,1,0,22,979803
1187,1,2,Panipat,0,1,31,433079
4640,1,3,Davanagere,0,0,14,876851
4614,3,1,Varanasi,1,0,3,927326
2619,3,3,Mumbai,1,0,38,654234
2687,5,1,Bhopal,0,1,23,721139
1984,5,2,Agra,0,0,21,586526
1547,2,3,Kanpur,0,1,24,524057
3772,4,3,Jalandhar,1,1,32,1012159
3973,1,1,Kolkata,1,1,45,943676
2431,1,3,Bareilly,2,0,5,647832
1875,5,3,Nanded,1,1,33,696709
1617,5,1,Mangalore,2,0,44,616961
